Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Ford,EcoSport,2023,85000,28000,30000,34000,36000,40000,Presence
Renault,Kwid,2023,88000,29000,31000,35000,37000,41000,Absence
Suzuki,Alto,2023,91000,30000,32000,36000,38000,42000,Presence
Hyundai,Santro,2023,94000,31000,33000,37000,39000,43000,Absence
Tata,Tiago,2023,97000,32000,34000,38000,40000,44000,Presence
Mahindra,Scorpio,2023,100000,33000,35000,39000,41000,45000,Absence
Maruti,Swift,2008,103000,34000,36000,40000,42000,46000,Presence
Hyundai,i10,2009,106000,35000,37000,41000,43000,47000,Absence
Tata,Indica,2010,109000,36000,38000,42000,44000,48000,Presence
Mahindra,Bolero,2011,112000,37000,39000,43000,45000,49000,Absence
Toyota,Esteem,2012,115000,38000,40000,44000,46000,50000,Presence
Honda,Civic,2013,118000,39000,41000,45000,47000,51000,Absence
Ford,Fiesta,2014,121000,40000,42000,46000,48000,52000,Presence
Renault,Duster,2015,124000,41000,43000,47000,49000,53000,Absence
Suzuki,Wagon R,2016,127000,42000,44000,48000,50000,54000,Presence
Hyundai,Accent,2017,130000,43000,45000,49000,51000,55000,Absence
Tata,NaAbsence,2018,133000,44000,46000,50000,52000,56000,Presence
Mahindra,Xylo,2019,136000,45000,47000,51000,53000,57000,Absence
Toyota,Corolla,2020,139000,46000,48000,52000,54000,58000,Presence
Honda,Accord,2021,142000,47000,49000,53000,55000,59000,Absence
Ford,Focus,2022,145000,48000,50000,54000,56000,60000,Presence
Renault,Kwid,2023,148000,49000,51000,55000,57000,61000,Absence
Suzuki,Celerio,2008,151000,50000,52000,56000,58000,62000,Presence
Hyundai,Elantra,2009,154000,51000,53000,57000,59000,63000,Absence
Tata,Harrier,2010,157000,52000,54000,58000,60000,64000,Presence
Mahindra,XUV300,2011,160000,53000,55000,59000,61000,65000,Absence
Toyota,Fortuner,2012,163000,54000,56000,60000,62000,66000,Presence
Honda,Jazz,2013,166000,55000,57000,61000,63000,67000,Absence
Ford,Endeavour,2014,169000,56000,58000,62000,64000,68000,Presence
Renault,Triber,2015,172000,57000,59000,63000,65000,69000,Absence
Suzuki,Ertiga,2016,175000,58000,60000,64000,66000,70000,Presence
Hyundai,Creta,2017,178000,59000,61000,65000,67000,71000,Absence
Tata,Nexon,2018,181000,60000,62000,66000,68000,72000,Presence
Mahindra,Thar,2019,184000,61000,63000,67000,69000,73000,Absence
Toyota,InAbsenceva,2020,187000,62000,64000,68000,70000,74000,Presence
Honda,CR-V,2021,190000,63000,65000,69000,71000,75000,Absence
Ford,Ecosport,2022,193000,64000,66000,70000,72000,76000,Presence
Renault,Kiger,2023,196000,65000,67000,71000,73000,77000,Absence
Suzuki,Alto,2008,199000,66000,68000,72000,74000,78000,Presence
Hyundai,Santro,2009,202000,67000,69000,73000,75000,79000,Absence
Tata,Indigo,2010,205000,68000,70000,74000,76000,80000,Presence
Mahindra,Verito,2011,208000,69000,71000,75000,77000,81000,Absence
Toyota,Etios,2012,211000,70000,72000,76000,78000,82000,Presence
Honda,Amaze,2013,214000,71000,73000,77000,79000,83000,Absence
Ford,Figo,2014,217000,72000,74000,78000,80000,84000,Presence
Renault,Logan,2015,220000,73000,75000,79000,81000,85000,Absence
Suzuki,Ciaz,2016,223000,74000,76000,80000,82000,86000,Presence
Hyundai,Verna,2017,226000,75000,77000,81000,83000,87000,Absence
Tata,Zest,2018,229000,76000,78000,82000,84000,88000,Presence
Mahindra,XUV300,2019,232000,77000,79000,83000,85000,89000,Absence
Toyota,Yaris,2020,235000,78000,80000,84000,86000,90000,Presence
Honda,City,2021,238000,79000,81000,85000,87000,91000,Absence
Ford,Ecosport,2022,241000,80000,82000,86000,88000,92000,Presence
Renault,Duster,2023,244000,81000,83000,87000,89000,93000,Absence
Suzuki,Swift Dzire,2008,247000,82000,84000,88000,90000,94000,Presence
Hyundai,Grand i10,2009,250000,83000,85000,89000,91000,95000,Absence
Tata,Sumo,2010,253000,84000,86000,90000,92000,96000,Presence
Mahindra,TUV300,2011,256000,85000,87000,91000,93000,97000,Absence
Toyota,Qualis,2012,259000,86000,88000,92000,94000,98000,Presence
Honda,Brio,2013,262000,87000,89000,93000,95000,99000,Absence
Ford,Aspire,2014,265000,88000,90000,94000,96000,100000,Presence
Renault,Lodgy,2015,268000,89000,91000,95000,97000,101000,Absence
Suzuki,Vitara Brezza,2016,271000,90000,92000,96000,98000,102000,Presence
Hyundai,Xcent,2017,274000,91000,93000,97000,99000,103000,Absence
Tata,Safari,2018,277000,92000,94000,98000,100000,104000,Presence
Mahindra,Marazzo,2019,280000,93000,95000,99000,101000,105000,Absence
Toyota,Platinum Etios,2020,283000,94000,96000,100000,102000,106000,Presence
Honda,WR-V,2021,286000,95000,97000,101000,103000,107000,Absence
Ford,Freestyle,2022,289000,96000,98000,102000,104000,108000,Presence
Renault,Triber,2023,292000,97000,99000,103000,105000,109000,Absence
Suzuki,BaleAbsence,2008,295000,98000,100000,104000,106000,110000,Presence
Hyundai,i20,2009,298000,99000,101000,105000,107000,111000,Absence
Tata,Altroz,2010,301000,100000,102000,106000,108000,112000,Presence
Mahindra,XUV500,2011,304000,101000,103000,107000,109000,113000,Absence
Toyota,InAbsenceva,2012,307000,102000,104000,108000,110000,114000,Presence
Honda,City,2013,310000,103000,105000,109000,111000,115000,Absence
Ford,EcoSport,2014,313000,104000,106000,110000,112000,116000,Presence
Renault,Duster,2015,316000,105000,107000,111000,113000,117000,Absence
Suzuki,Alto,2016,319000,106000,108000,112000,114000,118000,Presence
Hyundai,Santro,2017,322000,107000,109000,113000,115000,119000,Absence
Tata,Indica,2018,325000,108000,110000,114000,116000,120000,Presence
Mahindra,Bolero,2019,328000,109000,111000,115000,117000,121000,Absence
Toyota,Esteem,2020,331000,110000,112000,116000,118000,122000,Presence
Honda,Civic,2021,334000,111000,113000,117000,119000,123000,Absence
Ford,Fiesta,2022,337000,112000,114000,118000,120000,124000,Presence
Renault,Kwid,2023,340000,113000,115000,119000,121000,125000,Absence
Suzuki,Swift Dzire,2008,343000,114000,116000,120000,122000,126000,Presence
Hyundai,Grand i10,2009,346000,115000,117000,121000,123000,127000,Absence
Tata,Sumo,2010,349000,116000,118000,122000,124000,128000,Presence
Mahindra,TUV300,2011,352000,117000,119000,123000,125000,129000,Absence
Toyota,Qualis,2012,355000,118000,120000,124000,126000,130000,Presence
Honda,Brio,2013,358000,119000,121000,125000,127000,131000,Absence
Ford,Aspire,2014,361000,120000,122000,126000,128000,132000,Presence
Renault,Lodgy,2015,364000,121000,123000,127000,129000,133000,Absence
Suzuki,Vitara Brezza,2016,367000,122000,124000,128000,130000,134000,Presence
Hyundai,Xcent,2017,370000,123000,125000,129000,131000,135000,Absence
Tata,Safari,2018,373000,124000,126000,130000,132000,136000,Presence
Mahindra,Marazzo,2019,376000,125000,127000,131000,133000,137000,Absence
Toyota,InAbsenceva Crysta,2020,379000,126000,128000,132000,134000,138000,Presence
Honda,Amaze,2021,382000,127000,129000,133000,135000,139000,Absence
Ford,Ecosport,2022,385000,128000,130000,134000,136000,140000,Presence
Renault,Kiger,2023,388000,129000,131000,135000,137000,141000,Absence
Suzuki,Swift,2008,391000,130000,132000,136000,138000,142000,Presence
Hyundai,i10,2009,394000,131000,133000,137000,139000,143000,Absence
Tata,Indica,2010,397000,132000,134000,138000,140000,144000,Presence
Mahindra,Bolero,2011,400000,133000,135000,139000,141000,145000,Absence
Toyota,Esteem,2012,403000,134000,136000,140000,142000,146000,Presence
Honda,Civic,2013,406000,135000,137000,141000,143000,147000,Absence
Ford,Fiesta,2014,409000,136000,138000,142000,144000,148000,Presence
Renault,Logan,2015,412000,137000,139000,143000,145000,149000,Absence
Suzuki,Wagon R,2016,415000,138000,140000,144000,146000,150000,Presence
Hyundai,Accent,2017,418000,139000,141000,145000,147000,151000,Absence
Tata,NaAbsence,2018,421000,140000,142000,146000,148000,152000,Presence
Mahindra,Xylo,2019,424000,141000,143000,147000,149000,153000,Absence
Toyota,Corolla,2020,427000,142000,144000,148000,150000,154000,Presence
Honda,Accord,2021,430000,143000,145000,149000,151000,155000,Absence
Ford,Focus,2022,433000,144000,146000,150000,152000,156000,Presence
Renault,Kwid,2023,436000,145000,147000,151000,153000,157000,Absence
Suzuki,Swift Dzire,2008,198000,66000,68000,72000,74000,78000,Presence
Hyundai,Grand i10,2009,201000,67000,69000,73000,75000,79000,Absence
Tata,Sumo,2010,204000,68000,70000,74000,76000,80000,Presence
Mahindra,TUV300,2011,207000,69000,71000,75000,77000,81000,Absence
Toyota,Etios,2012,210000,70000,72000,76000,78000,82000,Presence
Honda,Civic,2013,213000,71000,73000,77000,79000,83000,Absence
Ford,Fiesta,2014,216000,72000,74000,78000,80000,84000,Presence
Renault,Logan,2015,219000,73000,75000,79000,81000,85000,Absence
Suzuki,Wagon R,2016,222000,74000,76000,80000,82000,86000,Presence
Hyundai,Accent,2017,225000,75000,77000,81000,83000,87000,Absence
Tata,NaAbsence,2018,228000,76000,78000,82000,84000,88000,Presence
Mahindra,Xylo,2019,231000,77000,79000,83000,85000,89000,Absence
Toyota,InAbsenceva Crysta,2020,234000,78000,80000,84000,86000,90000,Presence
Honda,Amaze,2021,237000,79000,81000,85000,87000,91000,Absence
Ford,Ecosport,2022,240000,80000,82000,86000,88000,92000,Presence
Renault,Kiger,2023,243000,81000,83000,87000,89000,93000,Absence
Maruti,S-Cross,2023,68000,31000,33000,36000,38000,66000,Presence
Volkswagen,Vento,2023,70000,32000,34000,37000,39000,68000,Absence
Skoda,Octavia,2023,72000,33000,35000,38000,40000,70000,Presence
Renault,Kwid,2023,74000,34000,36000,39000,41000,72000,Absence
MG,ZS EV,2023,76000,35000,37000,40000,42000,74000,Presence
Hyundai,Santro,2023,78000,36000,38000,41000,43000,76000,Absence
Tata,Tigor,2023,80000,37000,39000,42000,44000,78000,Presence
Maruti,Ertiga,2023,82000,38000,40000,43000,45000,80000,Absence
Honda,Jazz,2023,84000,39000,41000,44000,46000,82000,Presence
Toyota,Yaris,2023,86000,40000,42000,45000,47000,84000,Absence
Kia,Carnival,2023,88000,41000,43000,46000,48000,86000,Presence
MG,Gloster,2023,90000,42000,44000,47000,49000,88000,Absence
Hyundai,Tucson,2023,92000,43000,45000,48000,50000,90000,Presence
Volkswagen,Tiguan,2023,94000,44000,46000,49000,51000,92000,Absence
Skoda,Kodiaq,2023,96000,45000,47000,50000,52000,94000,Presence
Renault,Triber,2023,98000,46000,48000,51000,53000,96000,Absence
Mahindra,Scorpio,2023,100000,47000,49000,52000,54000,98000,Presence
Maruti,Ciaz,2023,102000,48000,50000,53000,55000,100000,Absence
Honda,WR-V,2023,104000,49000,51000,54000,56000,102000,Presence
Toyota,InAbsenceva Crysta,2023,106000,50000,52000,55000,57000,104000,Absence
Ford,Figo,2023,108000,51000,53000,56000,58000,106000,Presence
Hyundai,Elantra,2023,110000,52000,54000,57000,59000,108000,Absence
Maruti,Ignis,2023,112000,53000,55000,58000,60000,110000,Presence
Volkswagen,Passat,2023,114000,54000,56000,59000,61000,112000,Absence
Skoda,Superb,2023,116000,55000,57000,60000,62000,114000,Presence
Renault,Duster,2023,118000,56000,58000,61000,63000,116000,Absence
Mahindra,XUV300,2023,120000,57000,59000,62000,64000,118000,Presence
Maruti,S-Presso,2023,122000,58000,60000,63000,65000,120000,Absence
Honda,CR-V,2023,124000,59000,61000,64000,66000,122000,Presence
Toyota,Corolla,2023,126000,60000,62000,65000,67000,124000,Absence
Hyundai,i20,2023,128000,61000,63000,66000,68000,126000,Presence
Tata,Harrier,2023,130000,62000,64000,67000,69000,128000,Absence
Maruti,WagonR,2023,132000,63000,65000,68000,70000,130000,Presence
Honda,Civic,2023,134000,64000,66000,69000,71000,132000,Absence
Toyota,Camry,2023,136000,65000,67000,70000,72000,134000,Presence
Hyundai,Sonata,2023,138000,66000,68000,71000,73000,136000,Absence
Tata,Nexon,2023,140000,67000,69000,72000,74000,138000,Presence
Maruti,Alto,2023,142000,68000,70000,73000,75000,140000,Absence
Honda,Accord,2023,144000,69000,71000,74000,76000,142000,Presence
Toyota,Etios,2023,146000,70000,72000,75000,77000,144000,Absence
Hyundai,Santro,2008,148000,71000,73000,76000,78000,146000,Presence
Tata,Indica,2009,150000,72000,74000,77000,79000,148000,Absence
Maruti,Swift,2010,152000,73000,75000,78000,80000,150000,Presence
Honda,City,2011,154000,74000,76000,79000,81000,152000,Absence
Toyota,InAbsenceva,2012,156000,75000,77000,80000,82000,154000,Presence
Ford,Ecosport,2013,158000,76000,78000,81000,83000,156000,Absence
Hyundai,Verna,2014,160000,77000,79000,82000,84000,158000,Presence
Volkswagen,Polo,2015,162000,78000,80000,83000,85000,160000,Absence
Skoda,Rapid,2016,164000,79000,81000,84000,86000,162000,Presence
Renault,Duster,2017,166000,80000,82000,85000,87000,164000,Absence
Mahindra,XUV500,2018,168000,81000,83000,86000,88000,166000,Presence
Kia,Seltos,2019,170000,82000,84000,87000,89000,168000,Absence
MG,Hector,2020,172000,83000,85000,88000,90000,170000,Presence
Tata,Nexon,2021,174000,84000,86000,89000,91000,172000,Absence
Nissan,Magnite,2022,176000,85000,87000,90000,92000,174000,Presence
Hyundai,Creta,2023,178000,86000,88000,91000,93000,176000,Absence
Nissan,Micra,2008,224000,109000,111000,114000,116000,222000,Presence
Hyundai,Getz,2009,226000,110000,112000,115000,117000,224000,Absence
Maruti,Ritz,2010,228000,111000,113000,116000,118000,226000,Presence
Honda,Accord,2011,230000,112000,114000,117000,119000,228000,Absence
Toyota,Corolla,2012,232000,113000,115000,118000,120000,230000,Presence
Ford,Fiesta,2013,234000,114000,116000,119000,121000,232000,Absence
Hyundai,Verna,2014,236000,115000,117000,120000,122000,234000,Presence
Volkswagen,Vento,2015,238000,116000,118000,121000,123000,236000,Absence
Skoda,Octavia,2016,240000,117000,119000,122000,124000,238000,Presence
Renault,Fluence,2017,242000,118000,120000,123000,125000,240000,Absence
Mahindra,XUV500,2018,244000,119000,121000,124000,126000,242000,Presence
Kia,Seltos,2019,246000,120000,122000,125000,127000,244000,Absence
MG,Hector,2020,248000,121000,123000,126000,128000,246000,Presence
Tata,Nexon,2021,250000,122000,124000,127000,129000,248000,Absence
Nissan,Magnite,2022,252000,123000,125000,128000,130000,250000,Presence
Hyundai,Creta,2023,254000,124000,126000,129000,131000,252000,Absence
Hyundai,Santro,2008,256000,125000,127000,130000,132000,254000,Presence
Tata,Indica,2009,258000,126000,128000,131000,133000,256000,Absence
Maruti,Swift,2010,260000,127000,129000,132000,134000,258000,Presence
Honda,City,2011,262000,128000,130000,133000,135000,260000,Absence
Toyota,InAbsenceva,2012,264000,129000,131000,134000,136000,262000,Presence
Ford,Ecosport,2013,266000,130000,132000,135000,137000,264000,Absence
Honda,Civic,2011,268000,131000,133000,136000,138000,266000,Presence
Toyota,Corolla,2012,270000,132000,134000,137000,139000,268000,Absence
Ford,Fiesta,2013,272000,133000,135000,138000,140000,270000,Presence
Hyundai,Verna,2014,274000,134000,136000,139000,141000,272000,Absence
Volkswagen,Vento,2015,276000,135000,137000,140000,142000,274000,Presence
Skoda,Octavia,2016,278000,136000,138000,141000,143000,276000,Absence
Renault,Fluence,2017,280000,137000,139000,142000,144000,278000,Presence
Mahindra,XUV500,2018,282000,138000,140000,143000,145000,280000,Absence
Maruti,Ritz,2010,284000,139000,141000,144000,146000,282000,Presence
Honda,Accord,2011,286000,140000,142000,145000,147000,284000,Absence
Toyota,Corolla,2012,288000,141000,143000,146000,148000,286000,Presence
Ford,Fiesta,2013,290000,142000,144000,147000,149000,288000,Absence
Hyundai,Verna,2014,292000,143000,145000,148000,150000,290000,Presence
Volkswagen,Vento,2015,294000,144000,146000,149000,151000,292000,Absence
Skoda,Octavia,2016,296000,145000,147000,150000,152000,294000,Presence
Renault,Fluence,2017,298000,146000,148000,151000,153000,296000,Absence
Mahindra,XUV500,2018,300000,147000,149000,152000,154000,298000,Presence
Hyundai,Santro,2008,302000,148000,150000,153000,155000,300000,Presence
Tata,Indica,2009,304000,149000,151000,154000,156000,302000,Absence
Maruti,Swift,2010,306000,150000,152000,155000,157000,304000,Presence
Honda,City,2011,308000,151000,153000,156000,158000,306000,Absence
Mahindra,XUV500,2018,32000,11000,13000,16000,18000,30000,Presence
Kia,Seltos,2019,34000,12000,14000,17000,19000,32000,Absence
MG,Hector,2020,36000,13000,15000,18000,20000,34000,Presence
Maruti,Swift,2010,40000,10000,12000,15000,18000,38000,Presence
Honda,City,2011,60000,15000,18000,21000,24000,58000,Absence
Toyota,InAbsenceva,2012,80000,20000,24000,28000,32000,78000,Presence
Ford,Ecosport,2013,100000,25000,30000,35000,40000,98000,Absence
Hyundai,Verna,2014,120000,30000,36000,42000,48000,118000,Presence
Volkswagen,Polo,2015,140000,35000,42000,49000,56000,138000,Absence
Skoda,Octavia,2016,160000,40000,48000,56000,64000,158000,Presence
Renault,Fluence,2017,180000,45000,54000,63000,72000,178000,Absence
Mahindra,XUV500,2018,200000,50000,60000,70000,80000,198000,Presence
Tata,Indica,2009,420000,105000,126000,147000,168000,418000,Absence
Maruti,Swift,2010,440000,110000,132000,154000,176000,438000,Presence
Honda,City,2011,460000,115000,138000,161000,184000,458000,Absence
Toyota,InAbsenceva,2012,480000,120000,144000,168000,192000,478000,Presence
Ford,Ecosport,2013,500000,125000,150000,175000,200000,498000,Absence
Audi,A6,2015,40000,6200,28000,43000,24000,47000,Presence
Mahindra,TUV300,2016,35000,6500,55000,105000,25000,125000,Absence
Renault,Pulse,2015,32000,5200,25000,38000,21000,43000,Presence
Hyundai,Aura,2020,22000,5100,26000,40000,21000,43000,Absence
Tata,Tiago,2021,10000,4000,17000,28000,14000,41000,Absence
Maruti Suzuki,Celerio,2014,65000,7000,60000,110000,30000,130000,Absence
Mahindra,Verito,2012,64000,5300,53000,99000,29000,119000,Presence
Tata,Harrier,2019,15000,5500,35000,75000,15000,95000,Absence
Mahindra,Scorpio,2019,25000,5200,27000,41000,22000,45000,Absence
Hyundai,i20,2013,52000,7200,34000,51000,29000,55000,Presence
BMW,7 Series,2016,28000,6000,26000,41000,22000,44000,Presence
Mahindra,Scorpio,2014,45000,6000,28000,42000,23000,46000,Presence
Mahindra,Scorpio,2012,68000,6900,59000,110000,34000,130000,Presence
Ford,Aspire,2017,42000,6200,27000,40000,22000,45000,Presence
Mahindra,XUV500,2013,35000,5600,27000,39000,22000,45000,Presence
Tata,Indigo eCS,2013,65000,8000,70000,120000,40000,140000,Absence
Mahindra,Verito,2014,52000,7000,36000,52000,30000,58000,Presence
Maruti Suzuki,Wagon R,2019,27000,5400,27000,41000,22000,45000,Absence
Toyota,Etios,2016,32000,5400,26000,39000,21000,43000,Presence
Tata,Tiago,2013,58000,4700,47000,89000,23000,109000,Absence
Maruti Suzuki,Celerio,2022,38000,3900,29000,60000,4000,80000,Presence
Tata,Altroz,2013,65000,8000,70000,120000,40000,140000,Presence
Hyundai,Eon,2011,85000,9000,80000,130000,50000,150000,Absence
Tata,Tigor,2017,46000,3500,35000,69000,11000,89000,Absence
Mahindra,Bolero,2012,75000,7000,65000,120000,40000,140000,Presence
Hyundai,i20 Active,2019,27000,5400,28000,42000,23000,46000,Presence
Mahindra,XUV300,2012,75000,8500,75000,125000,45000,145000,Presence
Maruti Suzuki,Vitara Brezza,2019,25000,5200,26000,40000,21000,43000,Absence
Maruti Suzuki,Swift Dzire,2018,46000,3500,35000,69000,11000,89000,Presence
Tata,Altroz,2021,37000,2600,26000,54000,2000,74000,Absence
Ford,EcoSport,2020,18000,4600,19000,32000,15000,38000,Absence
Nissan,TerraAbsence,2011,40000,5600,26000,39000,21000,44000,Presence
Hyundai,i10,2014,48000,7500,38000,54000,32000,59000,Presence
Tata,Altroz,2021,39000,2700,27000,55000,4000,75000,Presence
Kia,Seltos,2020,12000,4200,19000,31000,15000,37000,Absence
Renault,Kwid,2019,48000,7200,33000,50000,28000,54000,Presence
Hyundai,Santro,2021,17000,4500,23000,37000,19000,42000,Presence
Porsche,Cayenne,2017,32000,6200,28000,42000,22000,45000,Presence
Mahindra,XUV300,2012,75000,8000,70000,120000,40000,140000,Absence
Mahindra,Scorpio,2018,29000,5500,28000,42000,23000,46000,Absence
Tata,Altroz,2018,35000,6200,33000,48000,27000,52000,Presence
Hyundai,Venue,2020,22000,5000,26000,40000,21000,43000,Presence
Maruti Suzuki,Ertiga,2016,48000,5800,28000,42000,23000,46000,Presence
Maruti Suzuki,Ciaz,2018,27000,5400,27000,41000,22000,45000,Absence
Maruti Suzuki,Ciaz,2016,40000,7000,50000,90000,30000,110000,Absence
Maruti Suzuki,Ciaz,2019,26000,5300,27000,41000,22000,45000,Absence
Maruti Suzuki,Wagon R,2010,72000,6000,60000,110000,36000,130000,Presence
Tata,Indica,2014,40000,5400,26000,38000,20000,43000,Presence
Mahindra,Thar,2021,12000,4900,23000,36000,20000,42000,Absence
Maruti Suzuki,Wagon R,2018,45000,5000,40000,90000,10000,110000,Absence
Mahindra,Verito,2012,61000,5000,50000,94000,26000,114000,Absence
BMW,5 Series,2016,32000,6000,26000,41000,22000,44000,Presence
Hyundai,Grand i10,2015,52000,4100,41000,79000,17000,99000,Absence
Tesla,Model X,2016,28000,5800,27000,40000,21000,44000,Presence
Volkswagen,Vento,2012,42000,5500,27000,40000,23000,46000,Presence
Rolls-Royce,Wraith,2018,22000,5500,26000,39000,20000,43000,Presence
Hyundai,i20 Active,2011,85000,9000,80000,130000,50000,150000,Presence
Mahindra,KUV100 NXT,2016,42000,6000,31000,48000,26000,50000,Absence
Tata,Aria,2018,27000,5400,28000,42000,23000,46000,Absence
Tata,Harrier,2020,20000,5000,26000,40000,21000,44000,Absence
Tata,Altroz,2017,53000,5400,44000,85000,19000,105000,Presence
Tata,Tiago,2020,22000,5000,26000,40000,21000,43000,Presence
Maruti Suzuki,Swift,2020,22000,5000,26000,40000,21000,43000,Presence
Mahindra,Thar,2020,37000,2600,26000,54000,2000,74000,Absence
Hyundai,i10,2011,69000,5700,57000,105000,32000,125000,Absence
Kia,Seltos,2020,22000,5200,26000,42000,22000,46000,Presence
Mahindra,Scorpio,2020,44000,4500,35000,70000,10000,90000,Presence
Hyundai,Creta,2018,28000,5200,27000,40000,22000,44000,Presence
Hyundai,Verna,2015,57000,4500,45000,85000,20000,105000,Absence
Mahindra,KUV100,2016,52000,4100,41000,79000,17000,99000,Presence
Tata,Sumo Gold,2016,38000,6200,32000,48000,27000,51000,Absence
Maruti Suzuki,S-Presso,2020,12000,5000,30000,70000,10000,90000,Absence
Maruti Suzuki,Alto,2010,72000,6000,60000,110000,35000,130000,Absence
Tata,Altroz,2021,30000,3500,25000,75000,500,95000,Absence
Toyota,Corolla,2016,50000,7500,36000,54000,30000,57000,Presence
Maruti Suzuki,Swift,2015,56000,7500,34000,52000,30000,56000,Presence
Ford,EcoSport,2015,46000,6800,33000,50000,28000,54000,Presence
Honda,CR-V,2011,55000,6800,30000,45000,26000,48000,Presence
Toyota,Corolla Altis,2013,42000,5800,27000,40000,22000,43000,Presence
Tata,Tiago,2013,65000,6600,56000,105000,31000,125000,Presence
Tata,Indica Vista,2013,70000,7500,65000,115000,35000,135000,Absence
Mahindra,Thar,2020,40000,2900,29000,59000,5000,79000,Presence
Maruti Suzuki,Wagon R,2010,70000,5900,59000,109000,35000,129000,Absence
Hyundai,i10 Nios,2020,18000,4900,25000,39000,20000,42000,Absence
Mahindra,Marazzo,2018,28000,5400,28000,42000,23000,46000,Absence
Toyota,Etios Liva,2018,42000,7000,36000,52000,30000,58000,Presence
Renault,Captur,2018,40000,5600,24000,37000,22000,41000,Presence
Hyundai,Grand i10,2015,53000,4300,43000,80000,18000,100000,Absence
Tata,Altroz,2020,28000,5200,27000,42000,22000,46000,Presence
Mahindra,XUV300,2017,36000,6200,34000,49000,28000,54000,Presence
Maruti Suzuki,Swift Dzire,2018,48000,3600,36000,70000,11000,90000,Absence
Hyundai,Venue,2019,25000,5200,27000,41000,22000,45000,Absence
Nissan,Micra,2014,50000,7500,35000,53000,30000,57000,Presence
Mahindra,TUV300 Plus,2017,35000,5900,30000,45000,25000,48000,Absence
Mahindra,Scorpio,2020,35000,3000,25000,80000,1000,100000,Presence
Tata,Safari,2021,12000,4600,22000,34000,18000,41000,Presence
Nissan,Micra,2019,22000,4600,21000,33000,18000,38000,Presence
Mahindra,XUV500,2018,40000,5500,26000,38000,22000,43000,Presence
Maruti Suzuki,SX4,2014,60000,4800,48000,90000,23000,110000,Absence
Hyundai,i20,2011,72000,7200,62000,115000,37000,135000,Presence
Hyundai,Creta,2015,60000,5500,50000,105000,25000,125000,Presence
Hyundai,Grand i10,2015,55000,4400,44000,84000,20000,104000,Absence
Maruti Suzuki,Wagon R,2010,70000,5900,59000,109000,35000,129000,Presence
Mahindra,Scorpio,2019,30000,4900,18000,31000,16000,40000,Absence
Maruti Suzuki,Vitara Brezza,2018,45000,4000,35000,90000,10000,110000,Presence
Volkswagen,Polo,2016,44000,6800,34000,51000,29000,55000,Presence
Maruti Suzuki,Swift Dzire,2018,44000,3400,34000,65000,9000,85000,Absence
Hyundai,Santro,2011,67000,5600,56000,104000,32000,124000,Absence
Honda,Brio,2016,22000,4700,23000,35000,19000,41000,Presence
Mercedes-Benz,E-Class,2017,35000,6500,28000,42000,23000,45000,Presence
Maruti Suzuki,Ignis,2020,21000,4900,24000,38000,20000,41000,Presence
Mahindra,Thar,2016,35000,6500,55000,105000,25000,125000,Presence
Maruti Suzuki,Celerio,2022,36000,2400,24000,50000,1000,70000,Absence
Ford,Aspire,2017,28000,5400,23000,36000,21000,41000,Presence
Mahindra,Thar,2022,12000,4900,23000,36000,20000,42000,Presence
Hyundai,Grand i10,2019,40000,4500,35000,85000,5000,105000,Absence
Tata,Nexon EV,2020,18000,4900,24000,37000,20000,42000,Absence
Mahindra,Verito,2012,66000,5400,54000,100000,30000,120000,Presence
Mahindra,KUV100,2016,54000,4200,42000,80000,18000,100000,Presence
Mahindra,Xylo,2014,60000,8000,60000,100000,40000,120000,Absence
Tata,Tigor,2017,25000,6000,50000,100000,20000,120000,Absence
Mahindra,Marazzo,2016,54000,4200,42000,80000,17000,100000,Absence
Mahindra,XUV300,2013,58000,8600,54000,78000,48000,85000,Presence
Maruti Suzuki,Eeco,2019,25000,5000,26000,40000,21000,43000,Absence
Tata,Nexon EV,2021,16000,4500,22000,34000,18000,40000,Presence
Hyundai,Santro,2011,69000,5700,57000,105000,33000,125000,Presence
Maruti Suzuki,Wagon R,2022,8000,4500,23000,35000,19000,42000,Absence
Tata,Nexon EV,2016,52000,8000,48000,69000,42000,76000,Presence
Maruti Suzuki,Alto,2015,45000,5900,26000,39000,22000,44000,Presence
Renault,Kwid,2017,28000,5100,25000,38000,21000,44000,Presence
Hyundai,Santro,2011,67000,5600,56000,104000,32000,124000,Presence
Honda,Amaze,2016,38000,6500,31000,48000,26000,50000,Presence
Mahindra,KUV100,2016,50000,4000,40000,75000,15000,95000,Absence
Mahindra,XUV300,2020,42000,3000,30000,60000,5000,80000,Absence
Maruti Suzuki,Vitara Brezza,2018,28000,5400,27000,41000,22000,45000,Absence
Mahindra,XUV300,2018,28000,5400,27000,41000,22000,45000,Absence
Tata,Tiago,2017,25000,6000,50000,100000,20000,120000,Presence
Tata,Safari Storme,2021,14000,4800,22000,34000,19000,41000,Presence
Tata,Altroz,2012,60000,8800,56000,81000,50000,88000,Presence
Mahindra,Bolero,2012,66000,5400,54000,100000,29000,120000,Absence
Hyundai,i10,2011,80000,8500,75000,125000,45000,145000,Absence
Tata,Tiago,2013,63000,5100,51000,95000,27000,115000,Presence
