Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Rolls-Royce,Ghost,2018,22000,5500,26000,39000,20000,43000,Presence
Tata,Altroz,2021,5000,4000,30000,80000,1000,100000,Absence
Tata,Tiago,2013,61000,5000,50000,94000,26000,114000,Absence
Hyundai,i20,2011,80000,7500,70000,125000,45000,145000,Presence
Ford,EcoSport,2015,42000,6800,33000,50000,28000,54000,Presence
Nissan,Micra,2017,44000,7200,34000,51000,29000,55000,Presence
Tata,Tigor,2017,49000,3800,38000,74000,14000,94000,Absence
Hyundai,i20,2020,15000,4500,19000,31000,16000,39000,Absence
Maruti Suzuki,Alto,2010,95000,9500,85000,135000,55000,155000,Absence
Tata,Hexa,2017,31000,5600,28000,42000,23000,46000,Absence
Hyundai,Grand i10,2017,30000,6500,45000,85000,25000,105000,Absence
Mahindra,Quanto,2012,75000,8500,75000,125000,45000,145000,Absence
Maruti Suzuki,Swift,2019,38000,6500,35000,51000,29000,55000,Presence
Hyundai,Creta,2015,59000,6000,50000,95000,25000,115000,Presence
Tata,Altroz,2019,24000,5200,27000,42000,22000,46000,Presence
Maruti Suzuki,Baleno RS,2018,28000,5300,27000,41000,22000,44000,Absence
Mahindra,Verito,2013,28000,5400,26000,37000,20000,42000,Presence
Maruti Suzuki,Baleno,2014,65000,7000,60000,110000,30000,130000,Absence
Hyundai,i20,2016,48000,7200,33000,50000,28000,53000,Presence
Maruti Suzuki,Ignis,2015,54000,8200,50000,72000,44000,79000,Presence
Mahindra,KUV100,2016,52000,4100,41000,79000,17000,99000,Absence
Tata,Harrier,2021,15000,4700,22000,33000,18000,39000,Presence
Toyota,Innova Crysta,2018,32000,5600,28000,41000,24000,47000,Presence
Tata,Nano,2010,30000,5000,24000,37000,20000,41000,Presence
Maruti Suzuki,Ritz,2012,80000,9000,70000,110000,50000,130000,Absence
Ford,Focus,2014,28000,5200,24000,37000,20000,42000,Presence
Mahindra,KUV100,2012,75000,8000,70000,120000,40000,140000,Absence
Renault,Kwid,2015,52000,7500,36000,56000,32000,58000,Presence
Tata,Nexon EV,2019,30000,5800,30000,44000,25000,49000,Presence
Bentley,Continental Flying Spur,2015,30000,6000,28000,42000,22000,45000,Presence
Honda,City,2016,45000,6500,30000,46000,25000,49000,Presence
