Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Jeep,NaAbsence,2013,57423,18019,64896,18051,21022,38469,Presence
Toyota,Amaze,2012,52499,151000,85103,127722,139187,87307,Presence
Maruti,Carnival,2021,43471,12003,23181,50493,26381,20158,Absence
Tata,Venue,2019,7026,12528,130979,26165,128661,18068,Presence
Toyota,Creta,2021,76927,10701,129986,19057,115718,99815,Presence
Honda,WR-V,2012,31959,24367,21376,89702,48234,103181,Presence
MarutiSuzuki,Creta,2023,206437,7460,41865,145590,123700,215772,Presence
MarutiSuzuki,EtiosLiva,2019,25979,9783,36758,37471,28633,27047,Absence
Maruti,Alto,2019,10570,12053,16252,85073,16352,28749,Presence
MarutiSuzuki,Amaze,2020,108094,72735,153000,174209,113160,49173,Absence
Suzuki,Carnival,2022,26822,12080,24666,47158,27474,32907,Presence
Tata,Amaze,2021,74377,7559,23242,20071,30429,31119,Presence
Skoda,EtiosLiva,2022,13179,13481,17733,47076,32275,22152,Presence
Volkswagen,Creta,2013,32816,11437,20595,102744,84263,26623,Absence
Ford,Carnival,2017,3000,13163,30806,41340,14867,47689,Presence
Mahindra,Endeavour,2021,7625,12933,19867,37844,23481,37963,Absence
Hyundai,Amaze,2023,158799,151000,146976,185710,147772,83003,Presence
Maruti,Carnival,2019,20272,13281,20204,30374,26054,16844,Absence
MarutiSuzuki,Carnival,2021,16321,14565,17314,38928,27058,34468,Presence
Ford,Carnival,2014,48072,151000,20846,84987,24715,84420,Presence
Honda,Amaze,2023,196744,151000,141417,185334,154933,100429,Presence
MarutiSuzuki,Polo,2022,21855,11925,30960,41643,28307,47216,Presence
Mahindra,Carnival,2009,28162,9735,22995,20331,13498,31930,Absence
Tata,Amaze,2019,13705,102380,74400,189711,124583,83225,Presence
Mercedes-Benz,Carnival,2012,29361,10166,26750,47119,25574,47281,Presence
Mahindra,XUV300,2023,24865,10289,27363,137336,18856,41563,Presence
Honda,Amaze,2019,22019,12837,24910,21334,28727,102847,Presence
Maruti,NaAbsence,2019,3000,10489,19107,35896,18770,26928,Presence
Maruti,Hexa,2019,35937,12380,31131,61000,23854,28980,Presence
MarutiSuzuki,NaAbsence,2020,15411,11821,24419,43840,24940,18831,Presence
Maruti,EcoSport,2013,9617,12016,23455,18187,13379,41007,Absence
Honda,EtiosLiva,2021,3494,12302,24744,108992,23003,25069,Presence
Hyundai,i20,2023,34756,86805,17143,21081,28730,152418,Absence
Jaguar,Carnival,2020,11155,9706,32188,42945,13111,27236,Presence
Maruti,i20Active,2013,29379,8994,40163,41409,13430,31090,Presence
Hyundai,Sonnet,2023,265593,151000,135007,164403,54608,95917,Absence
Maruti,NaAbsence,2012,43154,10563,138090,134735,29982,71391,Absence
Suzuki,Amaze,2023,268474,151000,153000,200000,134941,72745,Absence
Tata,EtiosLiva,2020,12151,10476,27825,28306,15596,23676,Presence
Tata,NaAbsence,2023,3000,10720,18140,90051,15046,26782,Absence
Honda,EcoSport,2020,65717,151000,147979,59533,157926,170179,Presence
Volkswagen,Carnival,2019,6873,18667,20659,25671,22153,29396,Presence
Renault,Hector,2020,4732,9573,26154,88034,22787,10429,Presence
Hyundai,EtiosLiva,2019,33397,9419,30245,91868,20682,20820,Absence
Nissan,Carnival,2023,16026,10723,25329,26951,13501,83628,Presence
Jeep,i20Active,2023,25932,20302,23732,52674,27838,13307,Presence
Mahindra,Carnival,2019,25981,7458,51700,48720,21957,39623,Presence
Nissan,Carnival,2023,10773,22250,15094,49644,19649,21386,Presence
Honda,Hector,2023,97062,151000,84129,183286,111302,95781,Presence
Mahindra,Carnival,2018,10889,8528,30781,42859,27241,30332,Absence
MarutiSuzuki,NaAbsence,2016,39697,6427,34751,82887,28364,31837,Presence
Mahindra,i20Active,2022,8677,12535,22148,24688,32567,32717,Absence
Nissan,NaAbsence,2015,19486,9377,17866,81490,17815,22925,Absence
Mahindra,Amaze,2013,162627,107121,121904,115738,155535,118880,Presence
Hyundai,i20Active,2017,9984,11693,75520,24640,17647,23693,Absence
Maruti,InAbsenceva,2019,19517,7454,67866,142015,51412,78144,Absence
Honda,Creta,2023,42260,82343,83836,96130,177221,81610,Absence
MarutiSuzuki,Creta,2023,294723,9501,39567,197415,125408,83877,Presence
Mahindra,Amaze,2015,35475,7765,82331,39678,32930,33859,Absence
Mahindra,Triber,2018,47545,8805,20180,22687,32159,21519,Presence
Tata,EcoSport,2020,3000,11557,22436,11571,21494,45499,Presence
Hyundai,i20Active,2020,25660,27040,18805,27172,23676,22049,Absence
Hyundai,Creta,2017,281711,151000,153000,177893,164202,94627,Absence
Hyundai,Aspire,2015,89317,11593,79034,94970,170027,133370,Absence
Renault,Creta,2017,18467,9897,110623,123457,157029,80164,Presence
Renault,XUV300,2017,47360,79667,116578,178669,141249,70829,Presence
Tata,Carnival,2021,17320,10278,29283,32816,22986,22015,Presence
MarutiSuzuki,i20Active,2012,76499,151000,71168,100372,159320,103025,Presence
Ford,EcoSport,2015,6208,10742,83650,24000,105057,61492,Presence
Toyota,Creta,2011,19607,13686,126933,35975,20865,23064,Presence
Maruti,Amaze,2023,30276,6902,41660,27228,61744,80992,Presence
Tata,Ciaz,2012,4597,10419,23309,47624,19189,22794,Presence
Maruti,Creta,2019,15191,6380,13667,164370,24787,24535,Presence
Maruti,Polo,2021,37030,13248,13974,18733,32141,23544,Presence
Renault,Amaze,2014,23575,151000,119115,178603,53704,107671,Presence
Hyundai,XUV300,2012,31210,9677,25265,30705,82574,62561,Absence
Hyundai,Creta,2015,257559,97128,128579,144134,139083,86738,Presence
Hyundai,Swift,2012,8652,9278,85223,81356,102086,109941,Absence
Maruti,NaAbsence,2019,27507,22981,49372,29814,21775,28842,Presence
Renault,Amaze,2017,158021,103691,126247,118281,109076,97494,Presence
Tata,Hector,2020,26475,10689,15013,27432,23522,14971,Presence
Renault,Fortuner,2022,92127,88149,131996,177635,48661,20592,Presence
Bentley,EcoSport,2019,13071,151000,18380,79591,128458,104741,Presence
Toyota,i20Active,2019,8027,12585,28587,24516,16844,13066,Presence
Maruti,Carnival,2016,9828,10630,32050,40457,24634,31679,Absence
Maruti,Creta,2016,315448,11303,126442,140899,156149,91793,Presence
Honda,NaAbsence,2023,187321,151000,146030,184710,144859,28197,Presence
Maruti,Alto,2023,9944,13174,29003,44036,28992,41415,Absence
Maruti,EtiosLiva,2021,3000,10713,30417,29390,32214,34601,Presence
Volkswagen,Carnival,2018,53756,30088,28479,24293,24719,69833,Presence
Tesla,EtiosLiva,2019,10680,19753,20854,24795,21255,17558,Presence
Tata,EcoSport,2017,3000,13301,16955,84169,19026,25170,Presence
Hyundai,Creta,2021,32864,7941,35277,50301,27726,30839,Absence
MarutiSuzuki,Ghibli,2017,36173,10164,23616,19782,25856,16013,Absence
Hyundai,Carnival,2011,29365,12000,111484,112721,25344,113737,Presence
,Amaze,2020,26625,21391,74414,49935,129592,90651,Presence
Tata,Creta,2021,11838,11863,17336,35923,20394,16445,Presence
Tata,Zest,2016,22439,6597,36128,49604,17203,34972,Absence
Mahindra,Carnival,2023,14236,11438,29192,32572,165027,58334,Absence
Renault,Thar,2017,25015,10999,143083,161167,135394,84063,Presence
Maruti,Amaze,2023,149683,151000,138304,121941,160915,77896,Presence
Maruti,i20Active,2018,8493,10352,45043,47789,27837,24621,Presence
Suzuki,Harrier,2019,5830,10483,79419,45745,10309,60898,Presence
Ford,KUV100NXT,2017,23927,10771,58322,28172,146625,90823,Presence
Hyundai,Carnival,2018,31119,77648,67037,95317,21909,116369,Presence
Tata,EtiosLiva,2021,3000,9546,27170,50030,19719,43190,Presence
Honda,Creta,2020,24663,8694,21487,43208,38147,21103,Presence
Hyundai,A4,2020,16188,8810,23844,60550,26704,99216,Absence
MarutiSuzuki,NaAbsence,2020,24145,11899,13551,20305,19912,16291,Absence
Mahindra,A4,2019,18516,9947,36676,30620,19120,24863,Absence
Maruti,Creta,2023,214780,10184,36298,124038,180491,66111,Presence
Ford,Carnival,2023,3000,12013,119808,30224,163297,96472,Presence
Tata,EtiosLiva,2021,18347,19942,37303,50574,16275,15374,Presence
Maruti,Venue,2012,259464,151000,118689,164579,176017,50147,Presence
Maruti,i20Active,2021,3000,13137,26040,27241,19873,29152,Absence
Hyundai,Carnival,2020,252752,151000,135732,93440,137884,79022,Absence
Kia,EtiosLiva,2020,21968,11869,17751,26756,28694,28872,Presence
Mahindra,NaAbsence,2017,32535,151000,81096,134765,64142,64251,Absence
Suzuki,NaAbsence,2023,25973,13660,63950,111144,54122,71593,Presence
Tata,Carnival,2019,18806,11690,20448,23705,22938,19321,Presence
Mahindra,EcoSport,2014,3000,9589,28379,25076,18901,27546,Presence
Hyundai,Amaze,2023,178778,151000,142068,168386,165838,111179,Absence
Maruti,NaAbsence,2014,53210,11814,133739,92489,158173,96080,Absence
Honda,Creta,2012,89169,12176,111473,108507,156694,90354,Presence
MarutiSuzuki,Polo,2019,13189,6972,26662,30798,18919,10000,Presence
Mahindra,Amaze,2018,82727,91112,135027,141528,164352,103029,Absence
Maruti,Polo,2020,42500,27023,26556,49562,33381,67081,Absence
Ford,Carnival,2023,5173,90728,29220,29405,32377,46270,Presence
Honda,EtiosLiva,2021,41088,10527,25999,62070,30719,10756,Absence
Tata,EtiosLiva,2017,3000,11423,38177,31437,15421,12057,Presence
Mahindra,i20Active,2021,3000,12183,15120,34177,31545,26447,Presence
Hyundai,Creta,2018,28333,75161,22623,44101,75909,22073,Absence
Hyundai,Carnival,2020,3000,10357,54533,36643,22840,32315,Presence
Maruti,WR-V,2023,91951,151000,144397,159124,153296,58137,Absence
Tesla,Carnival,2021,12177,24082,21374,52479,32129,16251,Presence
Tata,Thar,2020,20019,10175,58388,83299,12861,105560,Presence
Ford,Golf,2020,19305,9744,18100,55672,16901,19759,Presence
Toyota,Duster,2023,158320,11476,18181,74782,25365,139269,Presence
Hyundai,Creta,2023,147297,9518,108238,152366,76175,104641,Presence
Maruti,Polo,2015,4506,13719,29869,49301,33917,43045,Presence
Hyundai,Compass,2019,18768,23269,59489,156870,30678,28998,Absence
Honda,Creta,2022,85873,12582,125603,168949,78701,72323,Presence
Maruti,Carnival,2023,87444,11258,47470,100406,116648,68120,Presence
Porsche,Polo,2020,3000,7570,24849,24049,19774,34500,Presence
Maruti,Carnival,2020,3751,11637,27968,55031,16877,28649,Absence
Mahindra,Harrier,2020,15342,11790,26713,51945,24298,28703,Presence
Honda,Carnival,2023,9692,10793,29766,188718,32385,28646,Presence
MarutiSuzuki,Creta,2017,36074,10368,124246,35546,117695,86166,Presence
Mahindra,Sonnet,2018,15579,10263,131575,153600,17959,44318,Absence
Ford,Creta,2023,133324,151000,148893,152201,154206,94149,Presence
Maruti,EtiosLiva,2020,3000,13875,25566,36061,20035,25168,Presence
Maruti,Carnival,2015,87829,11744,55766,27156,27402,19557,Absence
Toyota,Aspire,2012,123162,148660,24679,140012,164363,90326,Absence
Renault,Amaze,2021,262836,95018,91459,173479,100598,96293,Presence
Tata,i20Active,2019,19321,23713,13886,32545,17453,36169,Absence
Hyundai,City,2020,236475,10469,60801,91846,108635,94884,Presence
Hyundai,Amaze,2023,132053,151000,153000,163045,165471,139201,Presence
Maruti,Carnival,2013,28532,12197,46717,52495,23932,33540,Presence
Hyundai,EtiosLiva,2021,20808,12989,12486,31059,11431,18991,Absence
Tata,i20Active,2018,3226,12472,28821,30894,20543,11680,Presence
Renault,Harrier,2021,3000,13267,37125,22650,30076,40723,Presence
Hyundai,NaAbsence,2012,10369,9550,26096,63380,13432,37480,Presence
MG,Creta,2023,115588,151000,140099,109125,170922,94031,Presence
Tata,Amaze,2018,123550,10144,76055,142298,135355,123935,Presence
Tata,Carnival,2021,24061,10965,19266,52340,20146,30282,Presence
BMW,Carnival,2019,23368,12223,22700,21256,22387,25069,Absence
Tata,Endeavour,2019,14262,10701,35794,55939,24942,32226,Presence
MarutiSuzuki,Carnival,2017,3000,12180,19722,26265,12256,31486,Absence
Maruti,Sonnet,2023,128076,76977,24783,131128,138551,134099,Presence
Toyota,EtiosLiva,2020,15998,10045,26663,19664,23484,22109,Presence
Mahindra,i20Active,2018,25177,12907,28268,29544,22978,24422,Presence
Ford,Polo,2019,14562,13907,13778,22058,26830,26697,Presence
Toyota,Carnival,2020,32218,7737,30877,56441,37501,38312,Presence
Skoda,Polo,2018,25194,8857,27084,47904,24898,14909,Presence
Jaguar,3Series,2018,22520,92971,60014,97093,47347,24390,Absence
Maruti,i20Active,2016,14255,7814,29587,47760,26778,29562,Absence
Maruti,Carnival,2014,149772,112370,71936,120216,142941,128508,Presence
Mahindra,Amaze,2021,159429,151000,70326,137511,140433,72326,Presence
Tata,i20Active,2018,18567,10972,24298,54096,19415,46920,Presence
Tata,NaAbsence,2013,147144,11000,141242,42309,33281,102880,Presence
Mahindra,EtiosLiva,2021,3000,7046,48306,72323,19805,31968,Presence
Suzuki,Amaze,2023,138051,92380,149077,169390,51146,68573,Presence
Maruti,Creta,2023,28369,6931,43746,92661,144249,20231,Presence
Tata,Amaze,2013,129225,151000,150550,125864,181285,71160,Absence
Maruti,Polo,2016,8278,5382,32902,50453,21062,35290,Presence
Ford,Creta,2021,15872,10075,120111,28892,158760,232955,Presence
Hyundai,Sonnet,2023,32394,9529,57990,24170,27525,76503,Presence
Hyundai,Amaze,2012,110623,151000,144057,158234,179968,98956,Presence
Honda,EcoSport,2016,79374,84571,116013,113820,147593,73872,Presence
Maruti,Alto,2019,16019,10768,25333,54808,49181,36697,Absence
Maruti,Polo,2019,3000,12814,28020,66380,15978,32259,Presence
Maruti,Carnival,2011,3000,8729,42483,60409,30980,27162,Absence
Honda,Harrier,2019,14925,10759,31024,92912,30052,99665,Presence
Tata,Amaze,2013,22577,10059,131587,26232,176866,77110,Presence
Toyota,Aspire,2018,22877,11174,34616,100249,19403,31736,Presence
Maruti,EtiosLiva,2018,7062,11443,37731,48314,21859,37940,Presence
Hyundai,EtiosLiva,2020,15920,13269,29599,54355,26487,22192,Absence
Hyundai,Carnival,2013,3000,10029,71632,108749,19381,17223,Presence
Renault,WR-V,2016,115870,151000,107850,160690,141971,84745,Presence
Honda,Amaze,2014,193161,151000,142566,161343,158118,92914,Presence
Nissan,i20,2020,10165,11490,31440,19974,20098,21198,Absence
Ford,Creta,2021,120324,134573,19427,103597,122285,106778,Presence
Volkswagen,Carnival,2020,31051,12528,15898,30112,20887,22859,Presence
Mahindra,i20Active,2019,18995,11650,31787,49011,33805,34030,Presence
Maruti,Swift,2020,22121,9289,25578,35712,24814,17926,Presence
Volkswagen,Carnival,2019,17580,10040,33566,159480,17147,25533,Presence
Tata,Carnival,2019,49302,10958,59228,116785,120739,49844,Presence
Renault,Amaze,2017,217468,148303,153000,137902,240346,117806,Presence
Hyundai,Sonnet,2012,54626,10408,61176,37943,114917,86672,Absence
Hyundai,Carnival,2016,43061,8956,143674,90463,26882,90705,Absence
Maruti,A3,2020,20186,11780,69264,23477,28430,14122,Absence
MarutiSuzuki,EtiosLiva,2020,45331,10709,41576,23745,35438,14598,Presence
Honda,Carnival,2023,30518,9865,29025,168513,21082,27569,Presence
Mahindra,i20Active,2021,16572,12820,12034,29956,21504,13793,Absence
Maruti,Carnival,2012,27531,9576,23954,52967,25489,31788,Absence
MarutiSuzuki,NaAbsence,2021,41618,11020,17234,14409,35101,30133,Presence
Ford,Carnival,2021,14506,21993,45619,24800,23342,24449,Presence
Maruti,Amaze,2023,238949,137075,27352,168956,151260,76529,Presence
Toyota,i20Active,2020,7846,11621,34717,51146,29394,15418,Presence
Maruti,Sonnet,2013,26820,10353,18344,106210,113091,79579,Absence
Skoda,Creta,2023,208330,151000,78051,165859,170423,87863,Presence
Renault,EtiosLiva,2021,3000,11215,31565,25878,30455,30092,Presence
Mahindra,Amaze,2016,215774,151000,153000,187490,191657,77881,Presence
Hyundai,Carnival,2022,38940,11707,32266,58630,21258,28185,Absence
Hyundai,Amaze,2012,220724,136136,149692,141066,175373,114937,Presence
Tata,Compass,2020,13442,30407,25549,32706,24872,26949,Presence
Tata,Amaze,2023,94794,151000,132789,186528,197532,131986,Presence
Skoda,i20Active,2020,18919,12271,48360,48058,26565,36188,Absence
Tata,Aspire,2017,3000,11366,25358,47164,30910,47283,Presence
Mahindra,EtiosLiva,2019,15298,11060,16223,27659,23841,10000,Absence
Mahindra,Venue,2022,155937,151000,153000,139218,139178,79654,Absence
Honda,Amaze,2022,119497,10317,133203,157205,113480,98010,Presence
Mahindra,i20,2023,107619,99628,28108,106891,50979,108744,Presence
Hyundai,Amaze,2019,47625,11340,16178,75304,40629,88413,Absence
Maruti,Creta,2021,55587,12811,30128,47090,19519,49374,Absence
Renault,Carnival,2020,24470,9820,26246,143852,26073,73949,Presence
Rolls-Royce,Carnival,2023,79156,118505,55128,148525,132405,91246,Presence
Mahindra,WR-V,2019,8712,10633,39426,49678,18576,12876,Presence
Suzuki,Triber,2019,132791,11060,98354,178237,44039,90628,Presence
Tata,Ghibli,2018,3000,8256,13757,47667,22126,25487,Presence
Hyundai,KUV100NXT,2019,5230,10464,14585,30681,24475,10000,Absence
Hyundai,EtiosLiva,2019,13419,7728,38399,54553,21824,18576,Presence
Honda,Polo,2018,38669,10112,22573,52234,24891,29688,Presence
Suzuki,Amaze,2023,89228,98415,153000,173347,159163,100057,Absence
Tata,Venue,2017,79776,109721,86571,167932,140705,95077,Presence
MarutiSuzuki,CorollaAltis,2013,23196,151000,24144,24865,21736,70996,Absence
,Hexa,2019,16894,12116,21449,22701,27701,10984,Presence
Mahindra,EtiosLiva,2020,11150,8295,18443,52848,26514,27473,Presence
Maruti,i20Active,2020,3000,8642,17597,49218,20005,36424,Absence
Maruti,Carnival,2019,12792,70304,20994,138764,146897,76105,Presence
Hyundai,i20Active,2016,17935,8837,70776,44168,18192,36971,Absence
Tata,Carnival,2023,174742,151000,63972,184444,192497,88356,Presence
Maruti,Creta,2019,31374,10062,32209,54216,35263,41679,Presence
Tata,Carnival,2019,15526,10769,27102,22738,29949,22296,Absence
Mahindra,BaleAbsence,2017,18534,8816,22583,81327,30665,87328,Presence
Hyundai,i20Active,2020,20548,10804,24340,43102,18599,37110,Absence
Toyota,Amaze,2023,129489,151000,94481,141607,116587,193810,Presence
Volkswagen,Amaze,2016,26848,8832,67687,71998,86024,101239,Absence
Maruti,EtiosLiva,2015,9723,12461,27177,47645,33841,23072,Presence
Hyundai,Harrier,2020,3000,151000,49946,156306,17812,69054,Presence
Hyundai,Carnival,2019,3000,12312,16935,30533,18721,25664,Absence
Honda,Harrier,2020,38371,9164,53556,44467,16205,44023,Presence
Toyota,Thar,2021,21254,10550,25408,149020,22473,21552,Presence
Maruti,i20Active,2019,43174,11235,29754,23586,28255,23875,Absence
Maruti,Creta,2014,23146,9952,41099,48210,45568,98979,Presence
Tata,Harrier,2020,28672,10829,31691,58596,25633,28682,Presence
MG,EtiosLiva,2019,21854,25624,21299,50438,18124,21296,Presence
Mahindra,Amaze,2023,228050,151000,134618,54314,159307,104148,Absence
Mahindra,Amaze,2016,217217,91963,153000,123927,138553,73980,Presence
MarutiSuzuki,Polo,2021,11679,10794,24062,15152,22640,26545,Presence
Ford,Amaze,2023,289877,151000,153000,182574,158227,91962,Presence
Mahindra,Creta,2020,45574,11469,10665,48684,18419,88989,Presence
Tata,Amaze,2019,324838,151000,32929,135250,178885,100696,Presence
Hyundai,EtiosLiva,2020,17707,29744,29571,43364,26128,24029,Presence
Renault,A4,2018,3000,12451,12851,27387,15686,37640,Presence
Toyota,Amaze,2023,231558,91944,147720,179035,163444,174622,Presence
MarutiSuzuki,i20Active,2019,13185,9985,22807,25708,25459,37745,Presence
Mahindra,Fortuner,2019,16608,11431,64718,109749,30210,72143,Presence
Honda,Amaze,2023,165086,151000,153000,167927,163893,96740,Presence
Tata,Polo,2020,3000,12291,32860,33818,21890,19626,Presence
Volvo,NaAbsence,2021,45747,10358,74806,91580,159518,115505,Absence
MarutiSuzuki,City,2021,6958,8467,32681,96401,17620,36020,Presence
Tata,i20Active,2022,29678,12069,37745,24946,31727,18189,Presence
Maruti,Polo,2018,34900,11169,29271,77170,28104,26385,Absence
Toyota,WR-V,2013,11364,14899,125355,149435,7069,83904,Presence
Maruti,Aspire,2020,7077,9701,19802,15214,24251,24678,Absence
Hyundai,i20Active,2019,4662,9324,25619,30395,25162,298830,Absence
Ford,EtiosLiva,2020,3000,8087,25327,45600,12675,28461,Presence
Mahindra,Amaze,2023,219704,96896,153000,88894,180962,102597,Absence
Skoda,EtiosLiva,2019,3000,11406,30903,20923,23269,32267,Presence
Hyundai,i20Active,2020,3000,13203,22215,53120,27525,42904,Absence
Tata,Carnival,2020,3000,12324,19177,21733,8868,10000,Presence
Ford,Creta,2011,205640,86297,51398,107194,151977,105179,Presence
Maruti,i20Active,2016,3000,11716,26687,53836,29633,25546,Absence
Maruti,EtiosLiva,2020,7793,10822,19962,50868,29014,13828,Absence
Nissan,A4,2022,31801,10854,28510,27027,140638,37355,Absence
Tata,Creta,2023,40110,11376,29043,104889,22121,90194,Absence
Tata,i20Active,2019,16048,9142,27040,28110,32316,23316,Presence
Honda,Amaze,2023,297317,151000,145191,155071,178592,66301,Absence
Toyota,Creta,2012,302183,151000,66352,161431,142355,82753,Presence
Toyota,EtiosLiva,2020,3000,10120,38165,52303,30953,21383,Presence
Hyundai,EcoSport,2012,116754,10413,40562,107620,146643,96039,Presence
Tata,Ghibli,2020,30761,8345,35847,106543,15509,25797,Presence
Maruti,XUV300,2015,27087,8877,54703,52764,16258,37636,Presence
Toyota,Amaze,2023,143321,84850,138179,127531,30729,67368,Presence
Maruti,KUV100NXT,2011,10463,12757,17729,22884,25944,24496,Presence
Maruti,i20Active,2020,3000,23924,22728,24612,154461,23790,Absence
Hyundai,Creta,2020,156510,9921,69844,130569,112355,115045,Presence
Honda,NaAbsence,2021,136858,102315,126027,185008,142572,64220,Presence
Ford,Amaze,2020,32196,100601,119015,166369,126732,104964,Presence
Volkswagen,Amaze,2021,214358,99637,86374,94281,61401,99832,Absence
Maruti,Creta,2020,15085,8666,65395,99719,20336,27841,Presence
Mahindra,WagonR,2019,11957,11696,29334,90879,28495,19444,Absence
MarutiSuzuki,i20Active,2018,12127,13513,29137,32038,20701,35703,Absence
Hyundai,Ciaz,2017,211813,89980,62491,149196,148249,84220,Absence
Maruti,Endeavour,2019,13931,9288,34553,47220,26896,35319,Presence
MarutiSuzuki,i20,2021,8093,11384,26776,25041,25757,15892,Presence
Toyota,NaAbsence,2023,31239,151000,143493,165979,97477,78051,Presence
MarutiSuzuki,Aspire,2022,30884,11781,22003,54956,28229,18688,Absence
Tata,A4,2020,11771,21256,51028,57394,19969,16756,Presence
Renault,Scorpio,2021,261018,71322,23218,116955,37280,91509,Absence
Mahindra,Carnival,2019,6110,12114,45323,32501,31035,103094,Absence
Maruti,EtiosLiva,2021,14092,10176,26534,52068,26489,39228,Presence
Mahindra,Carnival,2013,7541,11789,27623,41216,19799,56295,Absence
Honda,City,2010,340026,151000,150391,142919,111093,110390,Absence
Maruti,Polo,2019,3000,13186,35715,38470,17108,30747,Presence
Honda,Carnival,2021,27436,10880,74653,27248,20593,29459,Presence
Maruti,Huracan,2021,10590,10277,26567,37059,18144,10000,Absence
Kia,A4,2020,15292,12860,19153,45491,20482,12130,Presence
Skoda,Aspire,2023,73336,13737,79168,138544,117982,123709,Presence
Nissan,Ghibli,2020,42898,9308,37496,50515,15100,14961,Absence
Mahindra,Creta,2021,36967,8049,18450,24448,15658,33494,Absence
Tata,NaAbsence,2023,41124,26129,69580,49623,34846,29520,Presence
Mahindra,EtiosLiva,2019,21213,25691,22047,34283,12705,68094,Absence
Tata,KUV100NXT,2020,3000,9961,28821,23269,16038,21517,Presence
Maruti,Triber,2019,24526,10789,30668,116517,56439,26521,Presence
Maruti,Carnival,2020,6897,25823,16505,48941,23239,18911,Presence
Tata,EtiosLiva,2020,3000,14857,35402,56618,25141,18899,Presence
Maruti,Carnival,2012,11966,9770,13875,29865,20666,26705,Presence
Tata,A4,2019,6361,24893,23060,25245,23237,20688,Presence
Toyota,Seltos,2021,3000,12558,37224,27328,15582,24654,Presence
Hyundai,Carnival,2017,15931,8954,23972,49821,31803,40072,Absence
Volvo,Carnival,2016,31361,12676,18518,35837,26052,17975,Absence
Toyota,Creta,2014,53430,151000,84334,183742,123893,67271,Presence
Honda,Amaze,2023,118898,151000,149170,160769,179932,98992,Presence
Maruti,Creta,2023,99155,96791,54910,145742,121680,131265,Presence
Mahindra,Amaze,2017,99627,103432,153000,87537,103370,99389,Presence
Mahindra,Carnival,2018,267836,11335,77592,68999,130577,101793,Absence
Honda,Carnival,2017,19670,18812,77309,19089,22272,24414,Presence
Tata,i20Active,2020,13367,10439,21788,25981,20444,24868,Presence
Maruti,i20Active,2023,17113,8886,17992,28708,21292,20733,Absence
Honda,XUV300,2018,17519,76552,130263,176261,115822,87505,Presence
Honda,NaAbsence,2016,74549,94240,17626,104456,75381,79756,Presence
Hyundai,NaAbsence,2012,312586,151000,115739,96268,128050,89127,Presence
Mahindra,Amaze,2023,178072,151000,141132,145843,80895,53523,Absence
Mahindra,Carnival,2021,22745,12284,36732,54436,20492,35411,Absence
Maruti,NaAbsence,2023,156143,151000,54087,186559,198926,82425,Presence
Ford,Carnival,2021,18837,11355,19902,59881,30251,24299,Presence
Toyota,Polo,2018,14818,11125,31062,94776,16394,24563,Absence
Volkswagen,Venue,2013,26530,8849,28450,16526,79431,115069,Presence
Hyundai,Harrier,2020,36292,8985,68610,52774,30495,29380,Absence
BMW,Amaze,2023,27845,133871,134675,162143,52857,95492,Presence
MarutiSuzuki,Creta,2023,308759,61852,136994,180042,168099,81454,Presence
Tata,Creta,2012,242017,11033,73449,143818,136806,83450,Presence
Maruti,Fiesta,2019,28202,8230,74981,20276,27485,23512,Absence
Skoda,Carnival,2022,11221,23824,133286,100774,125763,13575,Presence
Tata,Hector,2020,3000,8681,19094,45523,25081,39246,Presence
Maruti,NaAbsence,2016,36384,10979,46798,19819,63954,212963,Absence
Toyota,XUV300,2012,203369,9163,59322,17133,133493,249175,Presence
Tata,Triber,2020,17883,10785,14473,22435,20420,27599,Absence
Volvo,Creta,2016,92805,151000,37489,125221,170307,132484,Presence
Tata,Amaze,2023,245619,11618,153000,172763,164132,114379,Presence
Maruti,Carnival,2015,4659,10725,41214,20903,19494,20533,Presence
Audi,i20Active,2020,3000,9099,27681,54575,33990,15233,Presence
Tata,A4,2019,12431,12866,21383,21054,15196,27548,Presence
Honda,NaAbsence,2023,160973,151000,153000,169179,153692,97629,Presence
Maruti,i20Active,2022,29835,12591,13842,26992,21123,26644,Absence
Maruti,Carnival,2019,75803,29305,126110,168981,189773,94411,Absence
Toyota,EtiosLiva,2021,17481,10369,55254,48575,23074,10000,Presence
Hyundai,Polo,2020,20337,11258,27538,37481,14346,34766,Absence
Renault,WR-V,2013,4527,9833,14769,22995,25790,14931,Presence
Tata,EtiosLiva,2017,21380,23185,22730,23152,20734,13609,Presence
Tesla,EtiosLiva,2021,11242,12554,31857,28330,22168,22308,Presence
Maruti,Carnival,2020,12373,11177,22227,15472,24392,27038,Absence
Honda,Carnival,2023,43289,151000,47468,129418,160297,109599,Presence
Nissan,Creta,2017,6741,5436,48998,123835,132171,73981,Presence
Ford,Amaze,2023,95986,10535,23360,30233,52608,84423,Presence
Maruti,EtiosLiva,2019,13941,8510,19453,40475,25280,23638,Presence
Mahindra,i20Active,2019,3000,12884,31597,46317,24219,46932,Presence
Maruti,NaAbsence,2019,36343,27707,28397,56867,24040,14277,Presence
Tata,Polo,2020,30396,10580,24500,32299,19224,10977,Presence
